report_id,category,narrative
293,SUSPENSION,"Vehicle bounces excessively after hitting a pothole. Separately, no prior accident or impact reported. component was replaced under warranty."
93,ELECTRICAL SYSTEM,"Battery drains completely overnight even when the vehicle is off. In addition, no aftermarket electronics have been installed. required replacing the battery twice."
231,STEERING,"Clunking noise from the steering column when turning at low speed. Separately, noticed this around 15400 miles. made the vehicle difficult to control."
144,BRAKES,Brakes felt like they were not engaging at all for a moment. occurred during a panic stop situation. reported to the dealership immediately after it happened.
206,STEERING,"Vehicle wandered on the highway and required constant correction. Also, dealer could not immediately duplicate the issue. made the vehicle difficult to control."
438,TRANSMISSION,"Hard, jarring shift when accelerating from a stop. Separately, problem has occurred over several separate occasions. transmission was rebuilt under warranty."
187,STEERING,Power steering assist cut out briefly while turning. noticed this around 44800 miles. was scheduled for a steering system inspection.
191,STEERING,Power steering assist cut out briefly while turning. happens mostly on rough road surfaces. made the vehicle difficult to control.
386,AIRBAGS,"Airbag warning light stays illuminated on the dashboard. In addition, warning light has been on since around 15400 miles. recall campaign was mentioned as a possibility by the dealer."
359,FUEL SYSTEM,"Vehicle would not accept a full tank without shutting off early. Also, occurs mostly after refueling. fuel line was replaced under warranty."
215,STEERING,Steering wheel vibrates noticeably at highway speed. steering fluid level was found to be low on inspection. made the vehicle difficult to control.
486,STRUCTURE,Creaking and popping noises from the body over bumps. vehicle has never been in an accident. still awaiting a decision from the manufacturer.
218,STEERING,"Power steering assist cut out briefly while turning. Separately, noticed this around 44800 miles. made the vehicle difficult to control."
531,STRUCTURE,"Door does not close flush with the body panel. Separately, vehicle has never been in an accident. panel was replaced under warranty."
95,ELECTRICAL SYSTEM,"Infotainment screen goes black intermittently while driving. Separately, technician found corrosion near a connector. required replacing the battery twice."
583,TIRES,Tire showed unusual wear pattern well before expected tread life. noticed at around 58200 miles. raised safety concerns about a blowout at highway speed.
176,BRAKES,Grinding noise when braking at low speed. this is the second brake-related complaint for this vehicle. reported to the dealership immediately after it happened.
480,TRANSMISSION,"Vehicle hesitates for a few seconds before engaging a gear. Separately, problem has occurred over 3 separate occasions. transmission was rebuilt under warranty."
242,SUSPENSION,"Clicking noise from the rear suspension at low speed. In addition, inspection found a worn suspension component. vehicle was deemed unsafe to drive until repaired."
138,BRAKES,"Squealing noise from the front brakes even after new pads were installed. In addition, inspection found uneven wear on the rotors. nearly resulted in a collision."
122,BRAKES,"Brake pedal felt spongy and went almost to the floor. In addition, this is the second brake-related complaint for this vehicle. nearly resulted in a collision."
135,BRAKES,Squealing noise from the front brakes even after new pads were installed. happened during normal city driving at around 31500 miles. nearly resulted in a collision.
281,SUSPENSION,Loud clunking noise from the front suspension over bumps. no prior accident or impact reported. vehicle was deemed unsafe to drive until repaired.
577,TIRES,"Sidewall bulge appeared on one tire with normal use. Also, noticed at around 22000 miles. tire was replaced under manufacturer warranty."
133,BRAKES,Brake pedal felt spongy and went almost to the floor. this is the second brake-related complaint for this vehicle. dealer replaced rotors and pads under warranty.
442,TRANSMISSION,"Transmission fluid was found leaking underneath the vehicle. In addition, problem has occurred over 3 separate occasions. vehicle was undriveable until repaired."
314,FUEL SYSTEM,Fuel gauge reading is inconsistent with actual fuel level. noticed at around 22000 miles. vehicle was not driven until inspected due to fire risk concerns.
186,STEERING,Power steering assist cut out briefly while turning. dealer could not immediately duplicate the issue. was scheduled for a steering system inspection.
167,BRAKES,"Brakes felt like they were not engaging at all for a moment. Also, happened during normal city driving at around 44800 miles. nearly resulted in a collision."
52,ENGINE,"Engine would not turn over despite a fully charged battery. Also, this happened at around 44800 miles. had to pull over immediately for safety."
298,SUSPENSION,Vehicle bounces excessively after hitting a pothole. worse on uneven or gravel roads. vehicle was deemed unsafe to drive until repaired.
540,STRUCTURE,Paint is peeling near a body seam despite normal care. first noticed around 44800 miles. panel was replaced under warranty.
108,ELECTRICAL SYSTEM,"Dashboard warning lights flicker on and off randomly. Separately, problem has occurred at least several times so far. dealer replaced a wiring harness under warranty."
346,FUEL SYSTEM,"Visible fuel leak near the fuel line was discovered. Also, smell was strong enough to be noticeable from outside the vehicle. fuel line was replaced under warranty."
524,STRUCTURE,"Paint is peeling near a body seam despite normal care. Also, first noticed around 58200 miles. raised concerns about long term structural integrity."
591,TIRES,Sidewall bulge appeared on one tire with normal use. all four tires were rotated and balanced with no improvement. raised safety concerns about a blowout at highway speed.
353,FUEL SYSTEM,Visible fuel leak near the fuel line was discovered. occurs mostly after refueling. reported immediately due to safety concerns.
162,BRAKES,"Grinding noise when braking at low speed. Separately, this is the second brake-related complaint for this vehicle. vehicle was taken in for emergency service."
561,TIRES,"Vibration at highway speed traced to an out-of-round tire. In addition, all four tires were rotated and balanced with no improvement. raised safety concerns about a blowout at highway speed."
266,SUSPENSION,Vehicle bounces excessively after hitting a pothole. no prior accident or impact reported. component was replaced under warranty.
358,FUEL SYSTEM,Vehicle would not accept a full tank without shutting off early. noticed at around 71000 miles. fuel line was replaced under warranty.
62,ELECTRICAL SYSTEM,"Infotainment screen goes black intermittently while driving. In addition, problem has occurred at least several times so far. required replacing the battery twice."
533,STRUCTURE,"Paint is peeling near a body seam despite normal care. In addition, vehicle has never been in an accident. panel was replaced under warranty."
90,ELECTRICAL SYSTEM,"Vehicle would not start due to what the dealer called a wiring fault. Separately, problem has occurred at least 4 times so far. dealer replaced a wiring harness under warranty."
398,AIRBAGS,"Airbag deployed unexpectedly with no collision. Separately, dealer says a sensor may need replacement. vehicle safety is a serious concern given non-deployment."
352,FUEL SYSTEM,Vehicle would not accept a full tank without shutting off early. smell was strong enough to be noticeable from outside the vehicle. fuel line was replaced under warranty.
441,TRANSMISSION,"Transmission slips noticeably between second and third gear. In addition, began around 15400 miles. transmission was rebuilt under warranty."
202,STEERING,Clunking noise from the steering column when turning at low speed. happens mostly on rough road surfaces. resulted in an alignment and steering rack replacement.
178,BRAKES,"Abs warning light stays on continuously. In addition, inspection found uneven wear on the rotors. vehicle was taken in for emergency service."
258,SUSPENSION,"Noticed uneven ride height on one side of the vehicle. Separately, worse on uneven or gravel roads. still being evaluated by the service department."
17,ENGINE,Check engine light came on and the vehicle started running rough. problem occurs consistently in cold weather. had to pull over immediately for safety.
277,SUSPENSION,"Loud clunking noise from the front suspension over bumps. Also, worse on uneven or gravel roads. still being evaluated by the service department."
482,STRUCTURE,"Creaking and popping noises from the body over bumps. In addition, dealer attributed it to a manufacturing defect during inspection. still awaiting a decision from the manufacturer."
245,SUSPENSION,Noticed uneven ride height on one side of the vehicle. no prior accident or impact reported. vehicle was deemed unsafe to drive until repaired.
217,STEERING,"Steering felt loose and had excessive play. In addition, steering fluid level was found to be low on inspection. was scheduled for a steering system inspection."
410,AIRBAGS,Airbag did not deploy during a low speed collision. dealer says a sensor may need replacement. scheduled for immediate inspection.
554,TIRES,"Vibration at highway speed traced to an out-of-round tire. In addition, tire pressure monitoring system flagged the issue first. still waiting on a warranty determination."
28,ENGINE,"Engine would not turn over despite a fully charged battery. Also, this happened at around 8700 miles. vehicle was towed to the dealership."
132,BRAKES,Brake pedal felt spongy and went almost to the floor. occurred during a panic stop situation. reported to the dealership immediately after it happened.
228,STEERING,"Clunking noise from the steering column when turning at low speed. In addition, happens mostly on rough road surfaces. resulted in an alignment and steering rack replacement."
408,AIRBAGS,"Passenger airbag indicator shows off even with a passenger seated. Separately, dealer says a sensor may need replacement. scheduled for immediate inspection."
287,SUSPENSION,"Loud clunking noise from the front suspension over bumps. Also, no prior accident or impact reported. still being evaluated by the service department."
541,TIRES,"Tire showed unusual wear pattern well before expected tread life. Separately, all four tires were rotated and balanced with no improvement. tire was replaced under manufacturer warranty."
503,STRUCTURE,"Creaking and popping noises from the body over bumps. In addition, dealer attributed it to a manufacturing defect during inspection. panel was replaced under warranty."
282,SUSPENSION,"Loud clunking noise from the front suspension over bumps. Also, inspection found a worn suspension component. vehicle was deemed unsafe to drive until repaired."
525,STRUCTURE,"Paint is peeling near a body seam despite normal care. Separately, vehicle has never been in an accident. still awaiting a decision from the manufacturer."
323,FUEL SYSTEM,"Vehicle would not accept a full tank without shutting off early. In addition, smell was strong enough to be noticeable from outside the vehicle. vehicle was not driven until inspected due to fire risk concerns."
381,AIRBAGS,"Passenger airbag indicator shows off even with a passenger seated. In addition, warning light has been on since around 58200 miles. vehicle safety is a serious concern given non-deployment."
567,TIRES,"Tire showed unusual wear pattern well before expected tread life. Also, all four tires were rotated and balanced with no improvement. raised safety concerns about a blowout at highway speed."
44,ENGINE,White smoke coming from under the hood after about 10 minutes of driving. issue started about 3 months after purchase. still waiting on a diagnosis from the service department.
7,ENGINE,"Engine makes a loud knocking noise on cold start. In addition, this happened at around 44800 miles. vehicle was towed to the dealership."
505,STRUCTURE,Trunk lid does not align properly with the rear panel. vehicle has never been in an accident. panel was replaced under warranty.
81,ELECTRICAL SYSTEM,"Vehicle would not start due to what the dealer called a wiring fault. In addition, no aftermarket electronics have been installed. still unresolved after multiple visits."
123,BRAKES,Brake pedal felt spongy and went almost to the floor. this is the second brake-related complaint for this vehicle. dealer replaced rotors and pads under warranty.
586,TIRES,"Vibration at highway speed traced to an out-of-round tire. Separately, all four tires were rotated and balanced with no improvement. tire was replaced under manufacturer warranty."
160,BRAKES,Grinding noise when braking at low speed. happened during normal city driving at around 8700 miles. dealer replaced rotors and pads under warranty.
365,AIRBAGS,Passenger airbag indicator shows off even with a passenger seated. warning light has been on since around 15400 miles. recall campaign was mentioned as a possibility by the dealer.
256,SUSPENSION,Clicking noise from the rear suspension at low speed. no prior accident or impact reported. vehicle was deemed unsafe to drive until repaired.
208,STEERING,"Steering wheel vibrates noticeably at highway speed. Also, dealer could not immediately duplicate the issue. made the vehicle difficult to control."
235,STEERING,Steering felt loose and had excessive play. steering fluid level was found to be low on inspection. resulted in an alignment and steering rack replacement.
212,STEERING,"Power steering assist cut out briefly while turning. Separately, noticed this around 58200 miles. resulted in an alignment and steering rack replacement."
272,SUSPENSION,"Noticed uneven ride height on one side of the vehicle. Separately, inspection found a worn suspension component. still being evaluated by the service department."
248,SUSPENSION,Vehicle feels unstable and sways during turns. inspection found a worn suspension component. component was replaced under warranty.
241,SUSPENSION,"Vehicle bounces excessively after hitting a pothole. Also, worse on uneven or gravel roads. vehicle was deemed unsafe to drive until repaired."
205,STEERING,"Clunking noise from the steering column when turning at low speed. Also, noticed this around 71000 miles. resulted in an alignment and steering rack replacement."
511,STRUCTURE,"Creaking and popping noises from the body over bumps. In addition, first noticed around 22000 miles. raised concerns about long term structural integrity."
195,STEERING,"Clunking noise from the steering column when turning at low speed. Separately, happens mostly on rough road surfaces. resulted in an alignment and steering rack replacement."
188,STEERING,Vehicle wandered on the highway and required constant correction. happens mostly on rough road surfaces. was scheduled for a steering system inspection.
276,SUSPENSION,Vehicle feels unstable and sways during turns. started around 22000 miles. still being evaluated by the service department.
224,STEERING,"Steering felt loose and had excessive play. Also, dealer could not immediately duplicate the issue. resulted in an alignment and steering rack replacement."
363,AIRBAGS,Passenger airbag indicator shows off even with a passenger seated. no diagnostic trouble code could be retrieved initially. scheduled for immediate inspection.
322,FUEL SYSTEM,"Fuel gauge reading is inconsistent with actual fuel level. In addition, technician found a loose fuel line connection. vehicle was not driven until inspected due to fire risk concerns."
488,STRUCTURE,"Door does not close flush with the body panel. Also, dealer attributed it to a manufacturing defect during inspection. still awaiting a decision from the manufacturer."
183,STEERING,Vehicle wandered on the highway and required constant correction. steering fluid level was found to be low on inspection. was scheduled for a steering system inspection.
78,ELECTRICAL SYSTEM,Infotainment screen goes black intermittently while driving. technician found corrosion near a connector. dealer replaced a wiring harness under warranty.
351,FUEL SYSTEM,"Fuel gauge reading is inconsistent with actual fuel level. In addition, noticed at around 8700 miles. vehicle was not driven until inspected due to fire risk concerns."
409,AIRBAGS,"Airbag warning light stays illuminated on the dashboard. Also, warning light has been on since around 71000 miles. vehicle safety is a serious concern given non-deployment."
96,ELECTRICAL SYSTEM,"Infotainment screen goes black intermittently while driving. Also, problem has occurred at least 2 times so far. left the driver stranded in a parking lot."
295,SUSPENSION,"Noticed uneven ride height on one side of the vehicle. In addition, started around 22000 miles. vehicle was deemed unsafe to drive until repaired."
255,SUSPENSION,"Clicking noise from the rear suspension at low speed. Also, no prior accident or impact reported. still being evaluated by the service department."
270,SUSPENSION,"Clicking noise from the rear suspension at low speed. In addition, inspection found a worn suspension component. component was replaced under warranty."
10,ENGINE,"Noticed a strong burning smell coming from the engine bay. Separately, dealer has seen the vehicle twice for this same issue. this is the second engine-related repair this year."
549,TIRES,Tire showed unusual wear pattern well before expected tread life. tire pressure monitoring system flagged the issue first. tire was replaced under manufacturer warranty.
529,STRUCTURE,Trunk lid does not align properly with the rear panel. dealer attributed it to a manufacturing defect during inspection. still awaiting a decision from the manufacturer.
362,AIRBAGS,Airbag deployed unexpectedly with no collision. warning light has been on since around 58200 miles. vehicle safety is a serious concern given non-deployment.
423,TRANSMISSION,"Vehicle hesitates for a few seconds before engaging a gear. In addition, worse when the transmission fluid is cold. vehicle was undriveable until repaired."
324,FUEL SYSTEM,"Vehicle would not accept a full tank without shutting off early. Separately, technician found a loose fuel line connection. fuel line was replaced under warranty."
236,STEERING,"Clunking noise from the steering column when turning at low speed. Separately, happens mostly on rough road surfaces. resulted in an alignment and steering rack replacement."
226,STEERING,"Steering wheel vibrates noticeably at highway speed. Also, dealer could not immediately duplicate the issue. was scheduled for a steering system inspection."
392,AIRBAGS,Airbag warning light stays illuminated on the dashboard. warning light has been on since around 3200 miles. scheduled for immediate inspection.
70,ELECTRICAL SYSTEM,Infotainment screen goes black intermittently while driving. started happening around 3200 miles. dealer replaced a wiring harness under warranty.
265,SUSPENSION,"Noticed uneven ride height on one side of the vehicle. In addition, inspection found a worn suspension component. still being evaluated by the service department."
580,TIRES,Tire lost pressure repeatedly despite no visible puncture. noticed at around 71000 miles. raised safety concerns about a blowout at highway speed.
494,STRUCTURE,Creaking and popping noises from the body over bumps. vehicle has never been in an accident. still awaiting a decision from the manufacturer.
29,ENGINE,"Check engine light came on and the vehicle started running rough. In addition, dealer has seen the vehicle twice for this same issue. still waiting on a diagnosis from the service department."
472,TRANSMISSION,"Transmission fluid was found leaking underneath the vehicle. In addition, problem has occurred over 4 separate occasions. still under evaluation by the service department."
470,TRANSMISSION,Transmission fluid was found leaking underneath the vehicle. began around 71000 miles. vehicle was undriveable until repaired.
348,FUEL SYSTEM,Strong fuel smell noticed near the rear of the vehicle. technician found a loose fuel line connection. reported immediately due to safety concerns.
250,SUSPENSION,Noticed uneven ride height on one side of the vehicle. inspection found a worn suspension component. component was replaced under warranty.
496,STRUCTURE,Paint is peeling near a body seam despite normal care. vehicle has never been in an accident. raised concerns about long term structural integrity.
387,AIRBAGS,Airbag warning light stays illuminated on the dashboard. dealer says a sensor may need replacement. recall campaign was mentioned as a possibility by the dealer.
454,TRANSMISSION,"Transmission fluid was found leaking underneath the vehicle. In addition, dealer has adjusted the transmission software once already. transmission was rebuilt under warranty."
257,SUSPENSION,"Noticed uneven ride height on one side of the vehicle. Separately, no prior accident or impact reported. component was replaced under warranty."
551,TIRES,Tire showed unusual wear pattern well before expected tread life. tire pressure monitoring system flagged the issue first. tire was replaced under manufacturer warranty.
264,SUSPENSION,Loud clunking noise from the front suspension over bumps. worse on uneven or gravel roads. vehicle was deemed unsafe to drive until repaired.
526,STRUCTURE,Creaking and popping noises from the body over bumps. first noticed around 58200 miles. panel was replaced under warranty.
120,ELECTRICAL SYSTEM,"Headlights dim and brighten on their own at low speed. In addition, problem has occurred at least 3 times so far. required replacing the battery twice."
349,FUEL SYSTEM,"Vehicle would not accept a full tank without shutting off early. Separately, smell was strong enough to be noticeable from outside the vehicle. reported immediately due to safety concerns."
302,FUEL SYSTEM,"Fuel gauge reading is inconsistent with actual fuel level. Also, occurs mostly after refueling. vehicle was not driven until inspected due to fire risk concerns."
516,STRUCTURE,Paint is peeling near a body seam despite normal care. dealer attributed it to a manufacturing defect during inspection. panel was replaced under warranty.
75,ELECTRICAL SYSTEM,Vehicle would not start due to what the dealer called a wiring fault. started happening around 58200 miles. still unresolved after multiple visits.
573,TIRES,Sidewall bulge appeared on one tire with normal use. all four tires were rotated and balanced with no improvement. raised safety concerns about a blowout at highway speed.
110,ELECTRICAL SYSTEM,"Interior lights stay on continuously and cannot be turned off. In addition, no aftermarket electronics have been installed. left the driver stranded in a parking lot."
519,STRUCTURE,"Trunk lid does not align properly with the rear panel. In addition, dealer attributed it to a manufacturing defect during inspection. still awaiting a decision from the manufacturer."
417,AIRBAGS,"Airbag warning light stays illuminated on the dashboard. Also, warning light has been on since around 15400 miles. scheduled for immediate inspection."
180,BRAKES,Squealing noise from the front brakes even after new pads were installed. inspection found uneven wear on the rotors. dealer replaced rotors and pads under warranty.
268,SUSPENSION,"Vehicle bounces excessively after hitting a pothole. In addition, no prior accident or impact reported. vehicle was deemed unsafe to drive until repaired."
5,ENGINE,"Engine makes a loud knocking noise on cold start. In addition, dealer has seen the vehicle twice for this same issue. repair was covered under warranty."
589,TIRES,"Sidewall bulge appeared on one tire with normal use. Separately, tire pressure monitoring system flagged the issue first. still waiting on a warranty determination."
414,AIRBAGS,"Airbag deployed unexpectedly with no collision. Also, warning light has been on since around 3200 miles. scheduled for immediate inspection."
466,TRANSMISSION,Transmission slips noticeably between second and third gear. worse when the transmission fluid is cold. transmission was rebuilt under warranty.
200,STEERING,"Clunking noise from the steering column when turning at low speed. In addition, dealer could not immediately duplicate the issue. made the vehicle difficult to control."
232,STEERING,"Steering felt loose and had excessive play. In addition, dealer could not immediately duplicate the issue. resulted in an alignment and steering rack replacement."
284,SUSPENSION,Loud clunking noise from the front suspension over bumps. worse on uneven or gravel roads. still being evaluated by the service department.
356,FUEL SYSTEM,"Visible fuel leak near the fuel line was discovered. Also, occurs mostly after refueling. vehicle was not driven until inspected due to fire risk concerns."
357,FUEL SYSTEM,Engine hesitates and stumbles under acceleration. technician found a loose fuel line connection. vehicle was not driven until inspected due to fire risk concerns.
597,TIRES,Tire lost pressure repeatedly despite no visible puncture. noticed at around 3200 miles. still waiting on a warranty determination.
